StartDate,ReportParameters_1,Values_1
04/01/2025,Company:,Ragle - Texas
04/01/2025,Status:,Active

EndDate,ReportParameters_2,Values_2
04/30/2025,Data Source:,Gauge Device
04/30/2025,,Including Assets with No Usage

Month_Hours,AssetLabel_Hours,AssetMonth_Hours,AssetPeriod_Hours,MonthTotal_Hours,PeriodTotal_Hours
2022-008 Gregg CS Bridge Replacement,Apr,S-09 PETERBILT 567 2016 Heavy Truck +,4:26,4:26,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,PT-279 (AARON CONCHA) FORD F250 XL 2024 Pickup Truck +,8:59,8:59,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,MT-09 (LORENZO APARICIO) FORD F550 2019 Medium Truck +,2:51,2:51,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,PT-229 (REYNERI CABALLERO) FORD F250 2022 Pickup Truck +,14:31,14:31,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,R-20 WACKER NEUSON RD12A 2013 Roller +,0:00,0:00,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,BH-23 CAT 420F Backhoe +,25:15,25:15,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,PT-226 (CATALINO FLORES SR) FORD F250 2022 Pickup Truck +,10:48,10:48,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,MT-14 (Ivan Torres) FORD F550 2023 Medium Truck +,1:25,1:25,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,EX-34 JOHN DEERE 250G LC 2014 Excavator +,9:49,9:49,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,PT-252 (JUAN C. REYES DIAZ) FORD F250 2023 Pickup Truck +,134:17,134:17,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,SS-23 CAT 279D 2016 Skid Steer +,31:39,31:39,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,PT-247 (MARTIN SANCHEZ) FORD F150 2023 Pickup Truck +,19:45,19:45,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,PT-213 (CATALINO FLORES JR) FORD F250 2021 Pickup Truck +,1:18,1:18,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,2:19,2:19,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,D-12 JOHN DEERE 700K Dozer +,30:09,30:09,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,ET-23 (JOSE J. RIVERA) FORD F250 2023 Pickup Truck +,18:41,18:41,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,WT-10 FREIGHTLINER M2 106 2014 Heavy Truck +,71:54,71:54,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,PT-160 (ARMANDO SALDIERNA JR) FORD F250 2019 Pickup Truck +,16:51,16:51,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,R-26 WACKER NEUSON RTSC3 2015 Roller +,0:00,0:00,405:25,405:25
2022-008 Gregg CS Bridge Replacement,Apr,CFM-11 GOMACO COMMANDER III 2017 Concrete Finish +,0:18,0:18,405:25,405:25
2022-042 (1) SL 12 Overlay & Maintenance,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,"PT-168 (RAMIREZ, LUIS F) FORD F150 2020 Pickup Truck +",0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,ET-23 (JOSE J. RIVERA) FORD F250 2023 Pickup Truck +,0:03,0:03,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-207 (JUAN CARLOS VAZQUEZ) FORD F250 2020 Pickup Truck +,0:43,0:43,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,ET-22 (JUAN LOPEZ) FORD F250 2023 Pickup Truck +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,#210055 - ADAM H. GOODE JEEP GLADIATOR Personal Vehicle +,0:12,0:12,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-269 (Hector Claudio) FORD F350 2024 Pickup Truck +,0:02,0:02,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-276 (Mario Moya) FORD MAVERICK XL 2024 Pickup Truck +,0:03,0:03,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-194 (Albert Perry is using) FORD F250 2021 Pickup Truck +,0:01,0:01,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-165 (Alberto Zuniga) FORD F150 2020 Pickup Truck +,0:02,0:02,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,"ET-07 (HAYS, PAXTON C) RAM 1500 2022 Pickup Truck +",0:05,0:05,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-218 (Michael Hammons) FORD F250 2022 Pickup Truck +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-208 (SALVADOR AGUILLON) FORD F250 2019 Pickup Truck +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,ET-31 (RAMIRO VAZQUEZ DE LA CRUZ) FORD F250 2024 Pickup Truck +,0:02,0:02,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,EX-84 CAT 336 2024 Excavator - Large +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,ET-42 (JUAN C. BERJES RUIZ) FORD F150 XL 2024 Pickup Truck +,0:19,0:19,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-11S (RAFAEL MURATALLA-CEJA) CHEVROLET 2500HD 2023 Pickup Truck +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,DT-13 FREIGHTLINER M2 2017 Heavy Truck +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:25,0:25,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,PT-09S (JOVAN ESPINOZA-CASILLAS) FORD F150 2022 Pickup Truck +,0:27,0:27,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:00,0:00,2:38,2:38
2022-042 (1) SL 12 Overlay & Maintenance,Apr,SFB-16 INTERNATIONAL 4300 2019 Truck Mounted Attenuator (TMA) +,0:00,0:00,2:38,2:38
2021-017 Plano Collin Creek Culvert Imp,Apr,S-12 MACK CXU PINNACLE 2017 Heavy Truck +,1:37,1:37,16:14,16:14
2021-017 Plano Collin Creek Culvert Imp,Apr,ET-42 (JUAN C. BERJES RUIZ) FORD F150 XL 2024 Pickup Truck +,5:00,5:00,16:14,16:14
2021-017 Plano Collin Creek Culvert Imp,Apr,#210055 - ADAM H. GOODE JEEP GLADIATOR Personal Vehicle +,2:40,2:40,16:14,16:14
2021-017 Plano Collin Creek Culvert Imp,Apr,PT-268 (OEPN) FORD MAVERICK XLT 2024 Pickup Truck +,0:18,0:18,16:14,16:14
2021-017 Plano Collin Creek Culvert Imp,Apr,WT-05 FORD F750 2012 Heavy Truck +,6:29,6:29,16:14,16:14
2021-017 Plano Collin Creek Culvert Imp,Apr,PT-165 (Alberto Zuniga) FORD F150 2020 Pickup Truck +,0:08,0:08,16:14,16:14
2024-019 (15) Tarrant VA Bridge Rehab,Apr,SFB-04S MACK MD6 2022 Truck Mounted Attenuator (TMA) +,1:08,1:08,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,PT-180 (ROBERTO LUMBRERAS) FORD F250 2020 Pickup Truck +,1:14,1:14,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,ET-02 (Anthony Hardimon) RAM 1500 2022 Pickup Truck +,1:36,1:36,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,ET-05 (Anthony Hardimon Loaner) RAM 1500 2022 Pickup Truck +,2:18,2:18,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,0:13,0:13,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,PT-281 (JOSUE MARTINEZ) FORD F250 XL 2024 Pickup Truck +,8:55,8:55,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,SS-46 ( Josue Martinez ) CAT 265 Skid Steer +,25:56,25:56,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:13,0:13,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,2:08,2:08,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,PT-283 FORD F250 XL 2024 Pickup Truck +,1:43,1:43,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,SFB-16 INTERNATIONAL 4300 2019 Truck Mounted Attenuator (TMA) +,0:37,0:37,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,0:35,0:35,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,PT-218 (Michael Hammons) FORD F250 2022 Pickup Truck +,0:36,0:36,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,0:00,0:00,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,ET-11 (Roberto Guerrero Jr.) RAM 1500 2022 Pickup Truck +,0:24,0:24,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,EX-15 CAT 324D 2010 Excavator +,10:50,10:50,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,SFB-09 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,0:27,0:27,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,2:39,2:39,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,PT-237 (JUAN C. MIRAMONTES JR) FORD F250 2023 Pickup Truck +,1:01,1:01,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,0:37,0:37,67:50,67:50
2024-019 (15) Tarrant VA Bridge Rehab,Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,4:28,4:28,67:50,67:50
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:06,0:06,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,ET-39 (JOSE TERRAZAS) FORD F150 2024 Pickup Truck +,5:22,5:22,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,ET-43 (Eric Giebelhaus) FORD F150 STX 2024 Pickup Truck +,0:55,0:55,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,0:17,0:17,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-172 (FRANCISCO DIAZ SERNA) FORD F150 2020 Pickup Truck +,0:01,0:01,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-17S (OPEN SELECT JST) FORD F250 2024 Pickup Truck +,0:01,0:01,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,SFB-04S MACK MD6 2022 Truck Mounted Attenuator (TMA) +,0:00,0:00,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:02,0:02,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,ET-09 (JOSE C. RAMIREZ) RAM 1500 2022 Pickup Truck +,2:08,2:08,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-219 (VALENTIN LOPEZ) FORD F250 2022 Pickup Truck +,0:02,0:02,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:12,0:12,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-07S (ROGER DODDY) FORD F150 2021 Pickup Truck +,0:21,0:21,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,ET-35 (JESUS LOPEZ SOTO) FORD F250 2024 Pickup Truck +,0:58,0:58,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-244 (SAM ABUNEMEH) FORD F150 2023 Pickup Truck +,0:03,0:03,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-11S (RAFAEL MURATALLA-CEJA) CHEVROLET 2500HD 2023 Pickup Truck +,0:18,0:18,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,0:54,0:54,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,#210055 - ADAM H. GOODE JEEP GLADIATOR Personal Vehicle +,0:07,0:07,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-173 (JUAN B. HERNANDEZ) FORD F150 2020 Pickup Truck +,0:54,0:54,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-224 (NAGESH KUMAR) FORD F150 2022 Pickup Truck +,0:13,0:13,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,0:00,0:00,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-247 (MARTIN SANCHEZ) FORD F150 2023 Pickup Truck +,0:05,0:05,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,ET-42 (JUAN C. BERJES RUIZ) FORD F150 XL 2024 Pickup Truck +,0:47,0:47,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,S-12 MACK CXU PINNACLE 2017 Heavy Truck +,0:01,0:01,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-239 (ALEJANDRO RODRIGUEZ) FORD F150 2023 Pickup Truck +,5:49,5:49,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,SFB-22 FREIGHTLINER M2 2015 Truck Mounted Attenuator (TMA) +,0:01,0:01,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,0:00,0:00,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:07,0:07,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-09S (JOVAN ESPINOZA-CASILLAS) FORD F150 2022 Pickup Truck +,0:00,0:00,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-241 (MARK GARCIA) FORD F150 2023 Pickup Truck +,14:15,14:15,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,0:29,0:29,34:42,34:42
2025-004 NTTA PGBT HMA Shoulder Rehab,Apr,SV-08 (MICHAEL RIEDER) FORD EXPLORER 2020 Pickup Truck +,0:01,0:01,34:42,34:42
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,SFB-06S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,4:47,4:47,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,ET-43 (Eric Giebelhaus) FORD F150 STX 2024 Pickup Truck +,0:02,0:02,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,SV-08 (MICHAEL RIEDER) FORD EXPLORER 2020 Pickup Truck +,0:02,0:02,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,PT-89 (ROBERT NEFF) FORD F150 2017 Pickup Truck +,0:00,0:00,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,SFB-09 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,0:02,0:02,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,2:40,2:40,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,PT-11S (RAFAEL MURATALLA-CEJA) CHEVROLET 2500HD 2023 Pickup Truck +,0:01,0:01,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,ET-19 (Osiel Salaices) RAM 1500 2022 Pickup Truck +,0:00,0:00,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,PT-07S (ROGER DODDY) FORD F150 2021 Pickup Truck +,0:30,0:30,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,PT-224 (NAGESH KUMAR) FORD F150 2022 Pickup Truck +,0:16,0:16,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,2:56,2:56,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,SFB-04S MACK MD6 2022 Truck Mounted Attenuator (TMA) +,0:20,0:20,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,PT-187 (ROBERTO LUMBRERAS Loaner) FORD F250 2021 Pickup Truck +,4:01,4:01,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,PT-278 (Juan Castro) FORD MAVERICK XL 2024 Pickup Truck +,0:03,0:03,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,PT-16S (ISAAC ROMERO) FORD F150 2024 Pickup Truck +,0:40,0:40,16:28,16:28
24-06 NTTA DNT Seg 3 Joint Sealing,Apr,PT-244 (SAM ABUNEMEH) FORD F150 2023 Pickup Truck +,0:01,0:01,16:28,16:28
2024-019 (6) Tarrant VA Bridge Rehab,Apr,SFB-07S KENWORTH T280 2024 Truck Mounted Attenuator (TMA) +,0:00,0:00,0:00,0:00
2019-044 E. Long Avenue,Apr,SFB-09 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,7:01,7:01,30:37,30:37
2019-044 E. Long Avenue,Apr,ET-25 (JESUS O. RODARTE SERRANO) FORD F250 2023 Pickup Truck +,0:06,0:06,30:37,30:37
2019-044 E. Long Avenue,Apr,ET-15 (Carlos Eclavea) RAM 1500 2022 Pickup Truck +,0:00,0:00,30:37,30:37
2019-044 E. Long Avenue,Apr,#210073 - BIKHYAT ADHIKARI TOYOTA 4 RUNNER 2022 Personal Vehicle +,0:02,0:02,30:37,30:37
2019-044 E. Long Avenue,Apr,ET-11 (Roberto Guerrero Jr.) RAM 1500 2022 Pickup Truck +,0:02,0:02,30:37,30:37
2019-044 E. Long Avenue,Apr,PT-208 (SALVADOR AGUILLON) FORD F250 2019 Pickup Truck +,0:03,0:03,30:37,30:37
2019-044 E. Long Avenue,Apr,ET-22 (JUAN LOPEZ) FORD F250 2023 Pickup Truck +,0:10,0:10,30:37,30:37
2019-044 E. Long Avenue,Apr,PT-242 (HECTOR SANCHEZ) FORD F250 2023 Pickup Truck +,0:33,0:33,30:37,30:37
2019-044 E. Long Avenue,Apr,PT-281 (JOSUE MARTINEZ) FORD F250 XL 2024 Pickup Truck +,6:42,6:42,30:37,30:37
2019-044 E. Long Avenue,Apr,PT-215 (ERNEST LEMON JR) FORD F250 2022 Pickup Truck +,0:35,0:35,30:37,30:37
2019-044 E. Long Avenue,Apr,PT-268 (OEPN) FORD MAVERICK XLT 2024 Pickup Truck +,0:05,0:05,30:37,30:37
2019-044 E. Long Avenue,Apr,PT-245 (JARED RUHRUP) FORD F150 2023 Pickup Truck +,0:00,0:00,30:37,30:37
2019-044 E. Long Avenue,Apr,PT-156 (Eduardo Alvarado) FORD F150 2019 Pickup Truck +,0:37,0:37,30:37,30:37
2019-044 E. Long Avenue,Apr,ET-01 (SAUL MARTINEZ ALVAREZ) RAM 1500 2022 Pickup Truck +,4:33,4:33,30:37,30:37
2019-044 E. Long Avenue,Apr,ET-27 (ALONSO MIRAMONTES) FORD F250 2024 Pickup Truck +,8:43,8:43,30:37,30:37
2019-044 E. Long Avenue,Apr,ET-14 (Caleb Kocmick) RAM 1500 2022 Pickup Truck +,0:10,0:10,30:37,30:37
2019-044 E. Long Avenue,Apr,PT-159 (OPEN) FORD F250 2019 Pickup Truck +,0:14,0:14,30:37,30:37
2019-044 E. Long Avenue,Apr,PT-237 (JUAN C. MIRAMONTES JR) FORD F250 2023 Pickup Truck +,0:53,0:53,30:37,30:37
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,SFB-09 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,0:40,0:40,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-14S (Keith Smith) FORD F250 2023 Pickup Truck +,4:01,4:01,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,SFB-07 FREIGHTLINER M2 106 2014 Truck Mounted Attenuator (TMA) +,1:13,1:13,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,LP-101 GENERAC MLT4060M 2016 Light Plant +,0:00,0:00,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-239 (ALEJANDRO RODRIGUEZ) FORD F150 2023 Pickup Truck +,0:13,0:13,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-201 (OPEN) FORD F250 2022 Pickup Truck +,0:32,0:32,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,ET-20 (OPEN RAM 1500) RAM 1500 2022 Pickup Truck +,4:12,4:12,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,WEL-01S LINCOLN 305G 2024 Welder +,0:00,0:00,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-23S FORD F450 2022 Pickup Truck +,0:16,0:16,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,#410009 HECTOR U. BONILLA RAM 2500 2024 Personal Vehicle +,0:16,0:16,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-246 (PHILLIP SABAJ) FORD F150 2023 Pickup Truck +,4:41,4:41,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,ET-16 (LUIS MURCIA ORELLANA) RAM 1500 2022 Pickup Truck +,0:56,0:56,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-194 (Albert Perry is using) FORD F250 2021 Pickup Truck +,0:11,0:11,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,ET-03 (Manuel Andrade) RAM 1500 2022 Pickup Truck +,10:47,10:47,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-10S (ROBERT BERRYHILL) CHEVROLET 2500HD 2022 Pickup Truck +,14:08,14:08,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,ET-34 (AURELIANO REYES) FORD F250 2024 Pickup Truck +,50:15,50:15,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,R-13 SAKAI SV510T 2011 Roller +,0:00,0:00,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,SFB-03S FREIGHTLINER M2 106 2012 Truck Mounted Attenuator (TMA) +,2:31,2:31,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,ET-36 (ALONZO GONZALEZ) FORD F250 2024 Pickup Truck +,0:45,0:45,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,D-17 CAT D6K2 2015 Dozer +,0:00,0:00,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,SFB-10 FREIGHTLINER M2 106 2013 Truck Mounted Attenuator (TMA) +,5:06,5:06,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,EX-30 CAT 320D L 2011 Excavator +,0:00,0:00,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,SFB-05S MACK MD6 2023 Truck Mounted Attenuator (TMA) +,10:19,10:19,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,MT-15 (Korbin Gee) FORD F550 2024 Pickup Truck +,0:08,0:08,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,ET-10 (JESUS MEDINA) RAM 1500 2022 Pickup Truck +,2:06,2:06,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-235 (LUIS MORALES) FORD F150 2023 Pickup Truck +,0:44,0:44,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-12S (OPEN) FORD F250 2023 Pickup Truck +,0:53,0:53,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-277 (Said Garcia) FORD MAVERICK XL 2024 Pickup Truck +,0:00,0:00,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,#210013 - MATTHEW C. SHAYLOR JEEP WRANGLER 2024 Pickup Truck +,0:11,0:11,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-229 (REYNERI CABALLERO) FORD F250 2022 Pickup Truck +,3:24,3:24,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,EX-04S CAT 306E 2024 Excavator +,0:00,0:00,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-236 (ROLANDO COLMENERO-GARCIA) FORD F250 2023 Pickup Truck +,1:49,1:49,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-160 (ARMANDO SALDIERNA JR) FORD F250 2019 Pickup Truck +,8:50,8:50,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,DT-11 PETERBILT 348 2014 Heavy Truck +,0:18,0:18,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,PT-268 (OEPN) FORD MAVERICK XLT 2024 Pickup Truck +,0:05,0:05,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,S-10 KENWORTH T880 2025 Heavy Truck +,0:14,0:14,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,BH-15 CAT 420F 2014 Backhoe +,5:27,5:27,187:49,187:49
2023-035 (5) HARRIS VA BRIDGE REHAB,Apr,ET-32 (URIEL GARCIA-ANDRADE) FORD F250 2024 Pickup Truck +,0:39,0:39,187:49,187:49
